customer_utterance
カスタマー: とー、北海道に旅行がしたいんですけれども。
カスタマー: とー、夏頃に予定しています。
カスタマー: カニとかが好きなので、カニがおいしいお店に行きたいです。
カスタマー: そうですね。あ、他の海鮮料理も楽しみたいです。
カスタマー: あのー、イクラとかも結構好きなので気になります。
カスタマー: とー、なんか絶景が楽しめる場所に行ってみたいです。
カスタマー: 動物とかがいるような。
カスタマー: もう、雄大な。うん。
カスタマー: あと夜景が楽しめる場所だとかに行ってみたいです。
カスタマー: とー、ヒマワリとかを見に行きたいんですけれども。
カスタマー: とー、ラーメンとか。
カスタマー: あーちょっと、食～メインで、こう食べ歩きみたいな感じで、回れたら良いなって…。
カスタマー: で、メニューとしては、もう本当にあのー、ガッツリ系の肉料理とかが好きなんでー。
カスタマー: まあ特に、もしー、その牛肉～系の、なんかこう、ステーキとかすき焼きじゃないですけどー。
カスタマー: なんかそういう肉料理とか、あとは、まあ、牛を使ってるけどこう…、珍しいB級グルメとか。
カスタマー: なんかそういう所をー、こうおっきなーなんか通りとかでこう、食べ歩きーみたいなのが出来たりとかー。
カスタマー: まあ場合によってはまあちょっと車借りて遠出して、なんか美味しそうなステーキレストラン行くみたいな、なんかそういうのが、出来るような、なんか、場所とか県とかがあれば、行ってみたいのかなーって思って<>。
カスタマー: っそーですねー。なんでまあ有名な、本当に。
カスタマー: ねえ、松坂牛で絞っちゃってもう三重とかそっちの方に行くってのもある、あるかもしんないですしー。
カスタマー: まあ、あの関東在住なんでー、まあ近い所とかでも、もし調べてもらって、あー近いとこで、結構肉料理多い、場所ありますよってのを教えてもらえたらー、ああ、そういうとこだったら。
カスタマー: はい。すぐ行けるのかなーって<>すけどー…。
カスタマー: あー…。一応、洋ですかね、最初は洋で…、メインで…。
カスタマー: 調べてもらって、まあちょっと出てこなそうだった時は和とかにちょっとスライドしてもらったらな…<>…すけどー。
カスタマー: まあでもあんまり、東京とかだとちょっと、観光っぽい要素がないんでー。
カスタマー: まあ、あのー、例えば北関東の方だったりとか、まああとさ、埼玉でも良いんですけどー。
カスタマー: まあちょっと…、足を運ぶようなとこですかね。
カスタマー: 南だったら神奈川の方だったりとか静岡～まあ<>。
カスタマー: まあそこまで…、あのー、ケチるつもりはないんですけどー。
カスタマー: あーでも、週末～、にプラっと行こうかなー、とか思ってたんですけどー。
カスタマー: ああー、ああー、ああー。そう。
カスタマー: なんかこう一っ品の、そういうとんがったメニューやってますー、みたいなお店も、行ってみたい。いろいろ<>良いと思うんですけどー。
カスタマー: そうですね。あとはまあ、逆方面の、そのさっ、今～…、北関東ってお伝えしたんでー。
カスタマー: まあその神奈川の方だったりとかー、静岡っぽい所でー…、まあ海のある県の方とか。
カスタマー: でもしー、また肉料理が、そういうスパッとこう出てくれば…、そっちもちょっと興味ありますけどー。
カスタマー: あっ、そうですねー。ご飯とー、お肉で、食べれれば良いかな。
